feature,feature_display,neutral_normalized,general_normalized,popular_normalized,engaging_normalized,informative_normalized,controversial_normalized
text_length,Text: Length (chars),0.6853357606792183,-0.4102978659033539,-1.6406003908790334,-0.6748496358430853,1.2784095213360225,0.7620026106102322
polarization_score,Content: Polarization Score,1.0948598076405143,-0.8550391561971691,-1.1974805648838804,0.26507048900081137,-0.7321597189329778,1.4247491433727009
toxicity,Toxicity: Toxicity,0.11493063171110719,-0.8601120046686392,0.5596755713267162,1.5985228603884298,-1.5372243667218413,0.12420730796422717
primary_topic,Content: Primary Topic,1.3937767669175625,-0.770777133615315,-1.4503444709954734,-0.05031299445147729,-0.2583499767436557,1.1360078088883563
avg_word_length,Text: Avg Word Length,0.14465169671162986,-0.11274075989963193,-1.4758017343255356,-0.7182749279241253,1.7648136081312142,0.39735211730644904
controversy_level,Content: Controversy Level,0.9590379336337566,-0.9540530269356703,-1.2011859824558566,-0.054026185399494706,-0.36046446582436614,1.6106917269816317
sentiment_polarity,Sentiment: Polarity,-0.6837006550328047,1.0980702911640263,0.6653408507962691,-1.2122172175904191,1.163036617112374,-1.0305298864494454
severe_toxicity,Toxicity: Severe Toxicity,0.014094349248072107,-0.9143362235851155,0.5801089205147075,1.7948747418912023,-1.2464176748323066,-0.22832411323655963
sentiment_subjectivity,Sentiment: Subjectivity,0.14451133326484855,-0.2861861860168757,1.0261515139998916,0.9555290417030319,-1.977920799338853,0.1379150963879569
author_political_leaning,Author: Political Leaning,0.47345116302799806,-0.29440079413997783,-1.7199137627930667,-0.6196605291234781,0.9991514355348678,1.1613724874936575
has_url,Style: Has URL,-0.2063953261030003,0.741630266805136,-0.801357492150148,-0.8212775480608712,1.8664803390204567,-0.7790802395115719
author_gender,Author: Gender,0.20583481959259367,-0.6095466818891285,-1.499317543227798,-0.5116125322793893,1.4911664789288863,0.9234754588748397
has_emoji,Style: Has Emoji,-0.2546640920704632,-1.316375348181948,0.7368908223671576,-1.2333057863300148,1.0106291559761156,1.0568252482391516
author_is_minority,Author: Is Minority,0.7701776629824184,-1.0460866146401828,0.7069997682696804,1.2933127304548062,-0.2906954855296351,-1.4337080615370847
has_hashtag,Style: Has Hashtag,0.5776781983190351,0.2785258768846043,-1.460848070081724,-0.42668631205685864,1.6862957188750844,-0.6549654119401401
has_mention,Style: Has Mention,-0.008529237329480242,1.0496050283083407,-0.9748472841463811,-1.5380022124900028,0.2361771454504389,1.2355965602070882
